0.000000000000000000e+00 -2.832764147099998314e+06 -5.139000000000000000e+05 -3.067012760853719339e+07 -4.927016250000000931e+06 5.675464143132898025e+06
1.625000000000000056e-01 -2.799696813913419843e+06 -5.139000000000000000e+05 -3.021249015545485169e+07 -4.843507500000000931e+06 5.624698288532066159e+06
3.250000000000000111e-01 -2.766999557153875008e+06 -5.139000000000000000e+05 -2.976019607530563325e+07 -4.759998750000000931e+06 5.574518696617919020e+06
4.875000000000000444e-01 -2.734654460776623804e+06 -5.139000000000000000e+05 -2.931318668634878099e+07 -4.676490000000000931e+06 5.524879534654717892e+06
6.500000000000000222e-01 -2.702565010877602734e+06 -5.139000000000000000e+05 -2.887141260427687690e+07 -4.592981250000000931e+06 5.475520545237447135e+06
8.125000000000000000e-01 -2.670730759149652906e+06 -5.139000000000000000e+05 -2.843483232296216115e+07 -4.509472500000000931e+06 5.426448170783799142e+06
9.750000000000000888e-01 -2.639151257285616826e+06 -5.139000000000000000e+05 -2.800340440912679583e+07 -4.425963750000000931e+06 5.377668736669090576e+06
1.137499999999999956e+00 -2.607826056978336535e+06 -5.139000000000000000e+05 -2.757708750234284997e+07 -4.342455000000000931e+06 5.329188451226258650e+06
1.300000000000000044e+00 -2.576766712258058134e+06 -5.139000000000000000e+05 -2.715583933984239399e+07 -4.258946250000000931e+06 5.281032523820336908e+06
1.462500000000000133e+00 -2.545987902713284828e+06 -5.139000000000000000e+05 -2.673961552737597376e+07 -4.175437500000000931e+06 5.233230579397643916e+06
1.625000000000000000e+00 -2.515488787794325966e+06 -5.139000000000000000e+05 -2.632837054627222940e+07 -4.091928750000000931e+06 5.185787240954436362e+06
1.787500000000000089e+00 -2.485268526951490436e+06 -5.139000000000000000e+05 -2.592205901444913074e+07 -4.008420000000000931e+06 5.138707027854776010e+06
1.950000000000000178e+00 -2.455326279635087587e+06 -5.139000000000000000e+05 -2.552063568641396984e+07 -3.924911250000000931e+06 5.091994355830528773e+06
2.112500000000000266e+00 -2.425663910464771558e+06 -5.139000000000000000e+05 -2.512405523346835747e+07 -3.841402500000000931e+06 5.045655591101962142e+06
2.274999999999999911e+00 -2.396281382385907229e+06 -5.139000000000000000e+05 -2.473227217842423916e+07 -3.757893750000000931e+06 4.999695517245752737e+06
2.437500000000000000e+00 -2.367177802091252990e+06 -5.139000000000000000e+05 -2.434524111968547106e+07 -3.674385000000000931e+06 4.954118160094146617e+06
2.600000000000000089e+00 -2.338352276273568161e+06 -5.139000000000000000e+05 -2.396291680081832781e+07 -3.590876250000000931e+06 4.908927442738935351e+06
2.762500000000000178e+00 -2.309803993472466245e+06 -5.139000000000000000e+05 -2.358525410390146077e+07 -3.507367500000000931e+06 4.864126747204691172e+06
2.925000000000000266e+00 -2.281532599009582773e+06 -5.139000000000000000e+05 -2.321220800576229393e+07 -3.423858750000000931e+06 4.819716935264078900e+06
3.087499999999999911e+00 -2.253537190005465876e+06 -5.139000000000000000e+05 -2.284373358540482074e+07 -3.340350000000000931e+06 4.775701723087238148e+06
3.250000000000000000e+00 -2.225816863580662757e+06 -5.139000000000000000e+05 -2.247978606855094805e+07 -3.256841250000000931e+06 4.732084722927832045e+06
3.412500000000000089e+00 -2.198370716855721083e+06 -5.139000000000000000e+05 -2.212032082764049247e+07 -3.173332500000000931e+06 4.688869443123045377e+06
3.575000000000000178e+00 -2.171197641698658001e+06 -5.139000000000000000e+05 -2.176529339850794896e+07 -3.089823750000000931e+06 4.646056777436132543e+06
3.737500000000000266e+00 -2.144296581478578504e+06 -5.139000000000000000e+05 -2.141465949287479743e+07 -3.006315000000000931e+06 4.603648200554543175e+06
3.900000000000000355e+00 -2.117666639096757397e+06 -5.139000000000000000e+05 -2.106837498120304942e+07 -2.922806250000000931e+06 4.561647048482159153e+06
4.062500000000000000e+00 -2.091306917454469716e+06 -5.139000000000000000e+05 -2.072639587973326445e+07 -2.839297500000000931e+06 4.520056551619757898e+06
4.225000000000000533e+00 -2.065216448346353369e+06 -5.139000000000000000e+05 -2.038867835626194626e+07 -2.755788750000000466e+06 4.478879438612933271e+06
4.387500000000000178e+00 -2.039393534885982750e+06 -5.139000000000000000e+05 -2.005517879512431845e+07 -2.672280000000000466e+06 4.438114315945656039e+06
4.549999999999999822e+00 -2.013837294406448025e+06 -5.139000000000000000e+05 -1.972585379024430737e+07 -2.588771250000000466e+06 4.397764255981311202e+06
4.712500000000000355e+00 -1.988546844240839360e+06 -5.139000000000000000e+05 -1.940066007897921279e+07 -2.505262500000000000e+06 4.357832223499348387e+06
4.875000000000000000e+00 -1.963521301722247619e+06 -5.139000000000000000e+05 -1.907955454211971164e+07 -2.421753750000000000e+06 4.318321075695280917e+06
5.037500000000000533e+00 -1.938758958329020999e+06 -5.139000000000000000e+05 -1.876249427099054679e+07 -2.338244999999999534e+06 4.279230144167525694e+06
5.200000000000000178e+00 -1.914258591539233923e+06 -5.139000000000000000e+05 -1.844943659506375343e+07 -2.254736249999999534e+06 4.240560734953232110e+06
5.362499999999999822e+00 -1.890019338946212549e+06 -5.139000000000000000e+05 -1.814033901321181282e+07 -2.171227499999999534e+06 4.202315547544949688e+06
5.525000000000000355e+00 -1.866040338143283268e+06 -5.139000000000000000e+05 -1.783515916444829106e+07 -2.087718749999999302e+06 4.164497171697034501e+06
5.687500000000000000e+00 -1.842320101193484850e+06 -5.139000000000000000e+05 -1.753385487875217944e+07 -2.004209999999999534e+06 4.127105834861447569e+06
